Retorno,Risco,Sharpe,IFIX,IBOV,IVVB11,BTC,SELIC,min_68,max_68,min_95,max_95,min_997,max_997
0.11150262550049793,0.12730662894271338,-0.3023988210136761,0.13617524577087176,0.1449969765500673,0.2954395112540115,0.4195225724718984,0.0038656939531511443,-0.015804003442215456,0.23880925444321133,-0.14311063238492883,0.3661158833859247,-0.2704172613276422,0.4934225123286381
0.18520995108170993,0.30046614130286814,0.11718442194196685,0.17604496345998466,0.46473529540492076,0.03245677199034879,0.25949648950674953,0.06726647963799619,-0.11525619022115821,0.4856760923845781,-0.4157223315240264,0.7861422336874462,-0.7161884728268945,1.0866083749903144
0.16692618770517906,0.20435801954751137,0.08282614865155258,0.09551231930110457,0.28170748113533484,0.24387873111764793,0.13109265898675657,0.24780880945915612,-0.037431831842332314,0.3712842072526904,-0.24178985138984369,0.5756422268002018,-0.446147870937355,0.7800002463477131
0.13364177781446013,0.19292652368139868,-0.08478990795767431,0.3224971668943184,0.2919804178944267,0.003584980926507071,0.3391721827638596,0.04276525152088837,-0.05928474586693855,0.3265683014958588,-0.2522112695483372,0.5194948251772575,-0.44513779322973596,0.7124213488586562
0.11184363745668943,0.08471994135139373,-0.45038230592074,0.20964431130106317,0.10196865723782352,0.09885318471385283,0.2926529924022855,0.2968808543449751,0.027123696105295705,0.19656357880808317,-0.05759624524609802,0.2812835201594769,-0.14231618659749176,0.3660034615108706
0.169205174434204,0.26509326284668167,0.07244685975030392,0.2168315993679113,0.3861257274494658,0.18278699488937558,0.2057756525107173,0.008480025782529965,-0.09588808841247767,0.4342984372808857,-0.3609813512591593,0.6993917001275674,-0.626074614105841,0.964484962974249
0.11454384299070143,0.09729694034982653,-0.36441183948660294,0.21691763204145273,0.10544572067027044,0.21712293936062188,0.23804165650339734,0.22247205142425766,0.017246902640874903,0.21184078334052797,-0.08005003770895162,0.30913772369035447,-0.1773469780587782,0.406434664040181
0.1380132918464877,0.07978161845670513,-0.15024398333078556,0.023643863176229254,0.10663495398521246,0.12342496274927407,0.19615529760898365,0.5501409224803007,0.058231673389782565,0.2177949103031928,-0.021549945066922566,0.29757652875989793,-0.10133156352362771,0.3773581472166031
0.09185554347586566,0.095316719843466,-0.6100131920152323,0.4528412291701728,0.07091745009416134,0.03727568359168918,0.2151908807972927,0.2237747563466838,-0.0034611763676003354,0.18717226331933168,-0.09877789621106633,0.2824889831627977,-0.19409461605453232,0.37780570300626365
0.14440107628534515,0.13625595453730288,-0.041091222278451106,0.058344955104125615,0.15358869576407536,0.34741191191141996,0.1391127841541438,0.30154165306623526,0.008145121748042272,0.28065703082264803,-0.1281108327892606,0.4169129853599509,-0.2643667873265635,0.5531689398972538
0.1304559018380832,0.13730650654849494,-0.1423391990168657,0.20604821123621034,0.18360081278780305,0.1779221865368386,0.23851285357251356,0.1939159358666345,-0.00685060471041174,0.26776240838657817,-0.14415711125890668,0.4050689149350731,-0.2814636178074016,0.542375421483568
0.15908160725668197,0.19141480771334254,0.047444643207971315,0.2103351625078912,0.27848856058062915,0.11846042411785589,0.1196121731328821,0.2731036796607416,-0.03233320045666058,0.3504964149700245,-0.22374800817000312,0.5419112226833671,-0.4151628158833457,0.7333260303967096
0.1248135323561362,0.13053266812416706,-0.19295145043618955,0.28395915502810953,0.16049634648725927,0.2100196524877794,0.1678929297756292,0.1776319162212227,-0.005719135768030861,0.25534620048030326,-0.13625180389219793,0.3858788686044703,-0.26678447201636496,0.5164115367286374
0.11338580724567687,0.08128223818949788,-0.4504574870214866,0.21120576608902986,0.08653848463812294,0.16253984198307098,0.22948482204000478,0.31023108524977144,0.03210356905617899,0.19466804543517474,-0.04917866913331889,0.27595028362467267,-0.1304609073228168,0.35723252181417053
0.1603315201710839,0.16881811471114863,0.061199120655750464,0.1395886966637256,0.22906271328798328,0.21125919040563226,0.058959003292245474,0.3611303963504134,-0.008486594540064729,0.32914963488223253,-0.17730470925121336,0.4979677495933812,-0.34612282396236205,0.6667858643045298
0.2280732421683353,0.34373482659370547,0.22713218483566075,0.008968176652057703,0.5237619211342103,0.048111032018053196,0.06955271367300107,0.3496061565226779,-0.11566158442537017,0.5718080687620408,-0.45939641101907563,0.9155428953557463,-0.803131237612781,1.2592777219494518
0.14006038508588656,0.15614682007492917,-0.06365557050309303,0.2423153661973586,0.19760597930798124,0.25954324438457516,0.10588080241350345,0.19465460769658158,-0.01608643498904261,0.2962072051608157,-0.17223325506397177,0.45235402523574486,-0.3283800751389009,0.608500845310674
0.14103993644783241,0.16638384271756632,-0.05385176472559978,0.2208880972344679,0.2556484223752727,0.006194869785539548,0.28658034911533947,0.2306882614893804,-0.0253439062697339,0.30742377916539876,-0.19172774898730022,0.47380762188296505,-0.3581115917048665,0.6401914646005313
0.16355640907313385,0.209320156859731,0.06476399251992837,0.03322775474426415,0.2906237336303815,0.2526898591273745,0.24908850298797375,0.17437014951000604,-0.04576374778659714,0.37287656593286483,-0.25508390464632813,0.5821967227925958,-0.4644040615060592,0.7915168796523269
0.1722003592246616,0.218563676399862,0.10157387352894845,0.17827126960013182,0.294278545737773,0.2752604390452657,0.006320983268404123,0.24586876234842525,-0.0463633171752004,0.39076403562452355,-0.2649269935750624,0.6093277120243856,-0.4834906699749244,0.8278913884242476
0.1593484738400959,0.20277809283553647,0.04610199114397433,0.24747420062502565,0.2796161719038697,0.2106860208731912,0.06198784470294022,0.20023576189497339,-0.043429618995440566,0.36212656667563237,-0.24620771183097703,0.5649046595111689,-0.4489858046665135,0.7676827523467052
